Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Peapack-Gladstone Financial Corp.,PGC,Financial Services,21.48,21.71,21.45,0.14,0.988,9.85321,381617952.0,31.49,20.3,0.0093,121418.0,54.764270861997346,0.4334090909090909,0.999940992564059,0.0,0.00011012736725528953,0.006234157703637733,0.5476427086199734,0.3067465669334161
Parke Bancorp,PKBK,Financial Services,16.0,15.61,15.51,3.159,0.704,8.247422,191404800.0,20.87,15.16,0.045,28888.0,46.71598316700495,0.4677159090909091,0.9999389982629988,0.0,5.523560057419802e-05,0.03069123792560115,0.4671598316700495,0.319739224016524
Park-Ohio Holdings,PKOH,Industrials,24.37,24.7117,24.41,-0.164,1.177,8.289116,318535392.0,28.79,17.41,0.020499999,23116.0,76.98874602492155,0.4299545454545454,0.9999423197573699,0.0,9.192298375836942e-05,0.013906966499965747,0.7698874602492155,0.2633120433909707
Photronics,PLAB,Technology,25.9,25.87,25.48,1.648,1.375,12.046511,1640946304.0,34.16,18.03,,455549.0,53.0771908075729,0.4505454545454546,0.9999437101503624,0.0,0.00047354470904282,,0.5307719080757289,0.3114804200225404
Plumas Bancorp,PLBC,Financial Services,34.53,34.29,33.27,3.787,0.704,7.208768,203575056.0,45.0,32.12,0.0301,7711.0,38.82748798923559,0.4748522727272727,0.9999389982629988,0.0,5.8747696587417724e-05,0.02048366102623827,0.38827487989235593,0.3029915240361686
The Children's Place Retail Stores,PLCE,Consumer Cyclical,8.07,7.81,7.72,4.534,2.18,,102555168.0,38.03,6.58,,1205085.0,39.12823823544012,0.4833409090909091,0.9999493630107614,,2.959534795147274e-05,,0.3912823823544012,0.050765636068235614
Preformed Line Products Company,PLPC,Industrials,119.8,122.2,121.05,-1.033,0.648,11.586074,589181184.0,184.82,104.96,0.0067000003,15675.0,53.47190277792242,0.42007954545454546,0.9999386050205362,0.0,0.00017002602506480455,0.00445296999383435,0.5347190277792242,0.3069818623615567
Plug Power,PLUG,Industrials,2.64,2.63,2.59,1.931,1.808,,1960355712.0,13.44,2.21,,35578068.0,41.36248452236454,0.4537613636363636,0.9999467507572602,,0.0005657199688254956,,0.4136248452236454,0.05085107051134014
Eplus Inc.,PLUS,Technology,73.3,72.71,72.14,1.608,1.095,16.928408,1975574400.0,83.57,53.54,,185995.0,48.43684765577587,0.45009090909090904,0.9999417439380498,0.0,0.0005701117822311655,,0.4843684765577587,0.3144501684596062
Plexus,PLXS,Technology,103.43,103.66,102.8,0.613,0.9,28.493113,2832720128.0,114.27,87.21,,121524.0,41.1179048492871,0.43878409090909093,0.9999403746116177,0.0,0.0008174671455084132,,0.411179048492871,0.2981411325883269
Psychemedics Corp.,PMD,Healthcare,2.4,2.49,2.43,-1.235,0.704,,13933465.0,5.15,2.06,0.1041,5011.0,53.507422455150845,0.4177840909090909,0.9999389982629988,,4.020871145804815e-06,0.07117900938549017,0.5350742245515084,0.06989507286397469
Patriot National Bancorp Inc.,PNBK,Financial Services,1.83,1.83,1.765,3.683,0.291,,7276208.0,10.06,1.7,,7898.0,73.80373402634991,0.47367045454545453,0.9999360980998376,,2.0997179861112982e-06,,0.7380373402634991,0.023449700290933205
Pinnacle Financial Partners,PNFP,Financial Services,77.13,77.79,76.97,0.208,1.074,11.097841,5956125184.0,92.33,58.32,0.0114,410091.0,47.17012785959975,0.43418181818181817,0.9999415964721263,0.0,0.0017188202842466512,0.007672809481400288,0.47170127859599753,0.3111798127239643
Pennantpark Investment Corp.,PNNT,Financial Services,7.89,7.81,7.74,1.938,1.575,8.576087,514621312.0,7.93,6.01,0.121700004,401072.0,63.64487808153465,0.45384090909090913,0.9999451145877287,0.0,0.00014850951553555786,0.08323628416797972,0.6364487808153465,0.30745397652694373
Primeenergy Corp.,PNRG,Energy,106.9499,106.99,105.02,1.838,0.555,7.3003345,190889520.0,120.93,85.5,,2472.0,36.57120197654445,0.45270454545454547,0.999937951957161,0.0,5.508690092205497e-05,,0.3657120197654445,0.2910597992656468
Insulet Corp.,PODD,Healthcare,198.67,196.21,196.9,0.899,1.154,59.482037,13914747904.0,293.64,125.82,,827398.0,52.698592044478914,0.4420340909090909,0.9999421582470729,0.0,0.004015521941601417,,0.5269859204447891,0.31131526591685865
Pool Corp.,POOL,Industrials,304.48,300.03,299.78,1.568,0.998,23.750391,11670353920.0,422.73,298.07,0.015800001,401522.0,26.043365438978867,0.4496363636363636,0.9999410627859271,0.0,0.003367834073466129,0.010687128177022677,0.26043365438978866,0.2720122881875707
Power Integrations,POWI,Technology,71.87,71.31,70.5,1.943,1.105,78.11957,4079621632.0,99.6,62.13,0.0111,398459.0,61.606470033253146,0.45389772727272726,0.9999418141599182,0.0,0.001177298343888797,0.00746728779886278,0.6160647003325315,0.2964887250025724
Powell Industries,POWL,Industrials,145.65,146.27,144.96,0.476,0.875,17.277578,1746023040.0,209.14,58.81,0.0073,343937.0,21.670332899994676,0.43722727272727274,0.999940199056947,0.0,0.0005038677840535461,0.004864013153387682,0.21670332899994676,0.2599539262124685
Pacific Premier Bancorp Inc,PPBI,Financial Services,21.86,22.19,21.98,-0.546,1.207,156.14287,2107992704.0,30.13,17.86,0.060399998,507344.0,46.27140472261017,0.42561363636363636,0.9999425304229749,0.0,0.0006083250948809336,0.041241349592382,0.4627140472261017,0.31469970428543276
Pilgrim's Pride Corp.,PPC,Consumer Defensive,38.25,38.15,38.07,0.473,0.784,18.478262,9063069696.0,39.0,21.77,,619286.0,85.15613642372671,0.4371931818181818,0.9999395600379455,0.0,0.0026154232344138494,,0.851561364237267,0.24553429074492072
Primoris Services Corp.,PRIM,Industrials,48.46,48.5,47.97,1.021,1.086,18.218044,2599399168.0,56.62,28.96,0.005,622759.0,27.655692782355075,0.44342045454545453,0.9999416807383684,0.0,0.0007501353150673284,0.0032883469206001236,0.27655692782355074,0.27256296858831824
Parkervision,PRKR,Technology,0.112,0.13,0.112,0.0,2.305,,9934524.0,0.24,0.07,,39706.0,45.334135590658725,0.4318181818181818,0.9999502407841153,,2.866855589911757e-06,,0.45334135590658725,0.05544626106119217
Primo Water Corp.,PRMW,Consumer Defensive,21.0,21.29,21.14,-0.662,1.198,42.0,3365900800.0,25.61,12.69,0.0171,1430080.0,26.823611444178425,0.42429545454545453,0.9999424672232934,0.0,0.0009713325787792502,0.011577721449612935,0.26823611444178425,0.2697099718956462
Provident Financial Holdings,PROV,Financial Services,12.28,12.28,12.33,-0.406,0.385,12.039216,84461224.0,15.4,10.16,0.0456,3829.0,59.5487247369051,0.42720454545454545,0.9999367581853998,0.0,2.4373792333758484e-05,0.03110228129067617,0.595487247369051,0.30121245016320025
Prophase Labs,PRPH,Healthcare,3.36,3.23,3.24,3.704,-0.09,,64103756.0,7.55,3.18,,61254.0,38.95754298479236,0.4739090909090909,0.9999334226466551,,1.8499028302332378e-05,,0.3895754298479236,0.049009957244113084
Prothena Corporation Plc,PRTA,Healthcare,20.18,20.69,20.26,-0.395,0.205,,1085114880.0,73.135,18.69,,529167.0,30.160435358391453,0.42732954545454543,0.9999354941917701,,0.0003131427151773966,,0.3016043535839145,0.02445806738730545
U.S. Auto Parts Network,PRTS,Consumer Cyclical,1.14,1.05,1.05,8.571,2.007,,60319564.0,5.16,0.96,,1007067.0,70.65964013446403,0.5292159090909091,0.9999481481724398,,1.7406985075266497e-05,,0.7065964013446403,0.03807003197597185
Prospect Capital Corp.,PSEC,Financial Services,5.51,5.49,5.5,0.182,0.998,18.366667,2301846784.0,6.69,5.03,0.13069999,1565763.0,34.14921086621251,0.4338863636363637,0.9999410627859271,0.0,0.0006642675616223377,0.08940192505309309,0.34149210866212515,0.30133408176606774
Power Solutions Inte,PSIX,Industrials,11.5,10.66,10.4,10.577,0.889,8.846154,264220544.0,12.49,1.7,,41067.0,92.66260624381384,0.5520113636363636,0.9999402973675626,0.0,7.624878913835203e-05,,0.9266260624381384,0.2474900871999844
Pricesmart,PSMT,Consumer Defensive,78.96,79.94,79.29,-0.416,0.859,19.889168,2420510976.0,87.99,61.82,0.0147,153327.0,28.07293096848919,0.42709090909090913,0.9999400867019577,0.0,0.0006985117086341292,0.009933547989312872,0.2807293096848919,0.2722720503991449
Ptc Therapeutics Inc.,PTCT,Healthcare,31.73,31.63,30.93,2.586,0.649,,2433586432.0,42.14,17.53,,998957.0,36.799875779696166,0.4612045454545454,0.9999386120427232,,0.0007022850275264047,,0.3679987577969617,0.04285680067605446
Patterson-Uti Energy,PTEN,Energy,9.74,9.93,9.91,-1.715,2.195,18.037035,3912567552.0,16.18,9.68,0.032899998,6812896.0,33.892054295705975,0.4123295454545454,0.999949468343564,0.0,0.0011290898289356122,0.02240186202644379,0.33892054295705976,0.2842318749634197
Performance Technologies Inc.,PTIX,Healthcare,0.812,0.808,0.775,4.774,0.285,,3615243.0,2.22,0.68,,14737.0,28.966690565243837,0.48606818181818184,0.9999360559667166,,1.0432356425158237e-06,,0.28966690565243836,0.03085010713010753
P.A.M. Transportation Services,PTSI,Industrials,16.69,16.41,16.02,4.182,1.138,27.816666,367760832.0,26.95,13.51,,22668.0,60.61794504303301,0.4793409090909091,0.9999420458920836,0.0,0.00010612847553873838,,0.6061794504303301,0.30068165453591583
Penns Woods Bancorp,PWOD,Financial Services,19.54,19.72,19.63,-0.458,0.495,8.922375,147127408.0,27.59,17.01,0.0655,46321.0,33.979306946904416,0.42661363636363636,0.9999375306259511,0.0,4.245801792359756e-05,0.044735219565664175,0.33979306946904414,0.29090819600068435
Pixelworks,PXLW,Technology,0.9278,0.9499,0.9339,-0.653,1.63,,53633612.0,3.08,0.87,,561203.0,32.458428635277,0.4243977272727273,0.9999455008080044,,1.5477551104134063e-05,,0.32458428635277004,0.028583514035773076
Papa John's International,PZZA,Consumer Cyclical,44.02,43.86,43.65,0.848,1.157,19.39207,1451440640.0,86.38,43.58,0.0418,1069845.0,47.585804649061735,0.44145454545454543,0.9999421793136334,0.0,0.00041885710945436817,0.028499006645201067,0.47585804649061736,0.3171372602249276
Qualstar Corp.,QBAK,Industrials,6.25,6.25,5.3,17.925,0.1,,9044500.0,7.51,2.2,,849.0,47.72257251083973,0.6355113636363636,0.9999347568621529,,2.6100122053461524e-06,,0.47722572510839734,0.09077863488213925
Qc Holdings,QCCO,Financial Services,0.3003,0.3003,0.3003,0.0,0.613,inf,5195340.0,1.0,0.1,,495.0,32.9109065664496,0.4318181818181818,0.9999383592439973,,1.499220493960232e-06,,0.329109065664496,0.03060085440327614
Qualcomm Inc.,QCOM,Technology,207.89,207.1077,205.75,1.04,1.272,27.718666,232005238784.0,230.63,104.33,0.0164,9794475.0,47.32848366039565,0.4436363636363636,0.9999429868651188,0.0,0.06695213917798304,0.011098170857025419,0.4732848366039565,0.32012297126893735
Qcr Holdings,QCRH,Financial Services,59.0,58.42,57.76,2.147,0.969,8.792847,991571712.0,62.94,42.05,0.0041,49847.0,59.980226911542914,0.4562159090909091,0.9999408591425092,0.0,0.0002861480005718253,0.0026717818729876004,0.5998022691154291,0.2990408178009543
Quidel Corp.,QDEL,Healthcare,30.36,31.55,31.26,-2.879,0.067,,2033263872.0,89.11,30.07,,927637.0,8.080534743256166,0.3991022727272728,0.9999345251299876,,0.0005867598268257862,,0.08080534743256167,-0.023908366134712943
Qiagen N.V.,QGEN,Healthcare,40.24,41.01,41.1,-2.092,0.4,26.473686,8927124480.0,47.7,34.74,0.0294,1053132.0,19.43667179776898,0.40804545454545454,0.9999368635182022,0.0,0.0025761921244741824,0.02000411043365075,0.1943667179776898,0.2543449167247135
Qkl Stores,QKLS,Consumer Defensive,1e-06,1e-06,1e-06,0.0,-20108.76,,1842.0,0.0001,1e-06,,,,0.4318181818181818,0.8587265849832318,,4.79331862695241e-10,,,0.07890006882233727
Qualys Inc.,QLYS,Technology,141.67,145.21,145.28,-2.485,0.488,32.87007,5233190400.0,206.35,126.46,,439357.0,68.1647092822542,0.40357954545454544,0.9999374814706434,0.0,0.0015101955541913222,,0.681647092822542,0.27436478466202824
Quinstreet,QNST,Communication Services,16.29,16.21,16.09,1.243,1.163,,900459136.0,19.58,8.08,,388498.0,42.0963457645593,0.4459431818181818,0.9999422214467543,,0.00025985470691195677,,0.420963457645593,0.051115932127861655
Nasdaq Premium Income And Growth,QQQX,Financial Services,25.62,25.69,25.63,-0.039,,3.8011873,1250942720.0,25.69,20.27,0.0805,98296.0,78.42625179535698,0.431375,,0.0,0.0003609973614350296,0.05501130369253956,0.7842625179535697,0.31889210688393743
Quicklogic Corp.,QUIK,Technology,10.77,10.28,10.28,4.767,1.633,134.62502,155346480.0,20.75,7.05,,293496.0,35.33169403011479,0.4859886363636364,0.9999455218745649,0.0,4.482988010986264e-05,,0.3533169403011479,0.2935716143153295
Freightcar America,RAIL,Industrials,3.13,3.25,3.21,-2.492,1.983,,58564180.0,4.26,2.25,,31575.0,66.5236551157941,0.4035,0.9999479796399559,,1.6900415850422776e-05,,0.665236551157941,0.027484581846001256
Rand Capital Corp.,RAND,Financial Services,14.69,14.7204,14.89,-1.343,0.379,6.587444,37915184.0,19.6,12.5,0.079,2873.0,34.019968550198556,0.41655681818181817,0.9999367160522787,0.0,1.0941522584037115e-05,0.05398369527985202,0.34019968550198554,0.29132762143067076
Sb Financial Group Inc.,SBFG,Financial Services,13.63,13.63,13.92,-2.083,0.727,7.7885714,92189232.0,16.25,12.3,0.041100003,3450.0,23.973024826940758,0.4081477272727273,0.9999391597732961,0.0,2.6603943128197812e-05,0.02801945810783038,0.2397302482694076,0.26478084478333985
Sinclair Broadcast Group,SBGI,Communication Services,13.32,13.47,13.38,-0.448,1.543,,881488256.0,17.59,9.39,0.075100005,394593.0,54.796775108503844,0.42672727272727273,0.9999448898777501,,0.0002543800848485203,0.051311916832225794,0.5479677510850385,0.0647088730792382
Star Bulk Carriers,SBLK,Industrials,23.95,24.04,24.21,-1.074,0.971,10.886364,2734994176.0,27.47,16.57,0.12529999,1634322.0,26.374923226093713,0.4196136363636364,0.9999408731868826,0.0,0.0007892653618805832,0.08570253476741796,0.26374923226093716,0.28291723807771624
Signature Bank,SBNY,Financial Services,1.8,1.8,1.8,0.0,9.391,0.0867052,113353200.0,4.1,0.0003,,314702.0,42.931231849317044,0.4318181818181818,1.0,0.0,3.271144716399701e-05,,0.4293123184931704,0.3006384621160777
Sabra Healthcare REIT,SBRA,Real Estate,15.31,15.41,15.39,-0.52,1.226,72.90477,3544203776.0,15.54,11.73,0.0784,1796809.0,60.86037193963427,0.42590909090909085,0.9999426638445246,0.0,0.0010227873034091026,0.053572651914777,0.6086037193963427,0.3029881624859389
Southside Bancshares,SBSI,Financial Services,26.65,26.6,26.4,0.947,0.541,9.87037,807087232.0,34.4,25.3,0.054,103045.0,55.634095951752094,0.4425795454545455,0.9999378536465454,0.0,0.0002329094157212757,0.036856888401726386,0.5563409595175209,0.3125196231719405
Starbucks Corp.,SBUX,Consumer Cyclical,74.57,76.34,76.05,-1.946,0.935,20.5427,84465442816.0,107.66,71.8,0.0306,12516140.0,8.107501625239252,0.4097045454545455,0.9999406203881568,0.0,0.024375061981705342,0.02082619716380078,0.08107501625239251,0.2342793686607753
Scholastic Corp.,SCHL,Communication Services,35.31,35.14,34.85,1.32,1.022,25.40288,995943296.0,45.98,32.5,0.0227,148757.0,48.45124596649006,0.44681818181818184,0.9999412313184111,0.0,0.0002874095535529504,0.01541412619031308,0.48451245966490064,0.3170426622672843
Comscore,SCOR,Communication Services,12.44,12.528,12.68,-1.893,1.191,,60132720.0,20.97,9.6,,15813.0,32.56601382781902,0.4103068181818182,0.9999424180679856,,1.735306557944866e-05,,0.3256601382781902,0.026685543882670144
Scansource,SCSC,Technology,42.47,42.4,41.93,1.288,1.446,13.744337,1049399744.0,50.95,26.99,,235762.0,22.96480486515962,0.44645454545454544,0.9999442087256275,0.0,0.0003028360308515123,,0.22964804865159621,0.2629336542790235
Shoe Carnival,SCVL,Consumer Cyclical,36.02,36.05,35.635,1.08,1.488,13.2915125,978241984.0,39.65,19.87,0.015,211788.0,60.10664647889191,0.4440909090909091,0.9999445036574744,0.0,0.000282301303791897,0.01013906967185038,0.6010664647889191,0.2984619371048543
Seachange International,SEAC,Technology,6.375,6.375,6.375,0.0,0.94,,16474849.0,8.34,1.5,,1124.0,71.89174628239945,0.4318181818181818,0.9999406554990911,,4.754264479064226e-06,,0.7189174628239945,0.02099564458446717
Origin Agritech Limited,SEED,Basic Materials,4.69,4.77,4.75,-1.263,1.47,3.876033,29646006.0,6.38,1.37,,48281.0,28.3389173159282,0.41746590909090914,0.9999443772581115,0.0,8.55520079373097e-06,,0.28338917315928197,0.269304138789761
Sei Investments Company,SEIC,Financial Services,64.86,65.23,65.02,-0.246,0.991,17.721312,8521825792.0,72.54,52.2,0.014199999,577577.0,44.111440203855864,0.4290227272727272,0.9999410136306194,0.0,0.0024592309113092353,0.009591011166678085,0.4411144020385586,0.3047463134600254
Seneca Foods,SENEA,Consumer Defensive,60.39,60.0,59.83,0.936,0.298,7.054906,415777888.0,63.37,33.43,,31144.0,83.39456378389144,0.44245454545454543,0.9999361472551456,0.0,0.00011998525151322465,,0.8339456378389144,0.2495974380500357
Sevcon Inc,SEV,,0.207,0.2168,0.207,0.0,,,,0.745,0.0001,,43091.0,53.708018852361214,0.4318181818181818,,,,,0.5370801885236122,0.10735668956800484
Sound Financial Inc,SFBC,Financial Services,42.05,42.05,42.89,-1.958,0.659,18.04721,107542032.0,44.95,33.72,0.018099999,700.0,16.191683285376513,0.40956818181818183,0.9999386822645916,0.0,3.103445861380136e-05,0.012262793039665685,0.16191683285376512,0.2462803876708157
Sprouts Farmers Market Inc.,SFM,Consumer Defensive,82.54,82.86,82.51,0.036,0.548,28.560553,8293371904.0,84.46,36.21,,1360431.0,56.58602750388581,0.43222727272727274,0.9999379028018532,0.0,0.002393303621920307,,0.565860275038858,0.30190757598332596
Simmons First National Corp.,SFNC,Financial Services,17.13,17.24,17.05,0.469,0.9,12.879698,2149523712.0,20.82,13.36,0.049000002,417552.0,46.705037120844345,0.43714772727272727,0.9999403746116177,0.0,0.0006203101252387005,0.0334315283962458,0.46705037120844345,0.31573653256320905
Southern First Bancshares,SFST,Financial Services,28.47,28.3501,28.21,0.922,0.829,17.359756,232204448.0,39.36,24.5,,15057.0,73.70275696234036,0.4422954545454545,0.9999398760363527,0.0,6.700957485062798e-05,,0.7370275696234035,0.26895151761098723
Superior Uniform Group,SGC,Consumer Cyclical,18.93,18.73,18.69,1.284,1.455,26.291666,316986656.0,21.8,7.36,0.0296,127862.0,17.501933041622962,0.4464090909090909,0.9999442719253089,0.0,9.147604907341869e-05,0.020141124888675758,0.17501933041622963,0.2560081751097212
Sigmatron International,SGMA,Technology,5.5,5.06,4.96,10.887,0.876,5.4455447,33518596.0,7.89,2.61,,32149.0,60.79146181622173,0.5555340909090909,0.9999402060791337,0.0,9.672753941325771e-06,,0.6079146181622173,0.3117541366714009
Sangamo Biosciences,SGMO,Healthcare,0.3184,0.32,0.3225,-1.271,1.234,,66071184.0,1.67,0.29,,2230921.0,46.296885732460204,0.417375,0.9999427200220193,,1.906678924631719e-05,,0.462968857324602,0.05520765614164311
Spar Group,SGRP,Industrials,2.24,2.26,2.26,-0.885,0.573,5.6,54506144.0,3.12,0.7,,233324.0,29.3868509181861,0.4217613636363637,0.999938078356524,0.0,1.57293466422564e-05,,0.29386850918186097,0.2720456714808386
Shore Bancshares Inc,SHBI,Financial Services,11.21,11.11,11.07,1.265,0.958,32.028572,372437664.0,14.51,9.66,0.0428,84827.0,50.08459459576748,0.44619318181818185,0.999940781898454,0.0,0.00010747811707641008,0.029184078920326095,0.5008459459576747,0.3226132734871197
Shenandoah Telecommunications Co,SHEN,Communication Services,16.72,16.65,16.56,0.966,0.68,238.85713,912027456.0,25.51,11.87,0.0054,213678.0,78.50616699966523,0.44279545454545455,0.9999388297305148,0.0,0.00026319309605937074,0.003562375830650134,0.7850616699966523,0.2601518956851722
Seanergy Maritime Holdings Corp,SHIP,Industrials,10.13,10.59,10.62,-4.614,0.669,11.917646,210498368.0,13.19,4.87,0.0099,309721.0,19.546363591871383,0.3793863636363637,0.9999387524864597,0.0,6.0745627976328214e-05,0.00664520106871275,0.19546363591871382,0.24734192125709148
Steven Madden,SHOO,Consumer Cyclical,43.27,42.19,41.96,3.122,1.098,17.880165,3175074816.0,45.91,30.35,0.0194,625598.0,39.504445177358555,0.46729545454545457,0.9999417650046103,0.0,0.0009162639608615065,0.013153387682400495,0.39504445177358555,0.30183133596864054
