Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Oxford Lane Capital Corp.,OXLCO,Financial Services,22.3584,22.48,22.42,-0.275,1.153,25.669806,413706432.0,22.7,20.7,0.0669,3016.0,33.76579285204829
Oxford Lane Capital Corp.,OXLCP,Financial Services,23.56,23.45,23.5,0.255,1.153,27.049368,,23.771,22.545,0.0665,5368.0,56.26571787409858
Pan American Silver,PAAS,Basic Materials,21.49,21.54,21.54,-0.232,1.352,,7804093952.0,22.75,12.16,0.0186,4843590.0,67.22445356490516
Pacific Biosciences Of California,PACB,Healthcare,1.31,1.36,1.34,-2.239,2.043,,356786336.0,14.55,1.16,,10934321.0,20.154400198753848
Nupathe Inc.,PATH,Technology,11.93,12.66,12.82,-6.942,0.859,,6833241600.0,27.87,11.07,,10572908.0,35.00051532909018
Patrick Industries,PATK,Consumer Cyclical,105.01,108.0,108.43,-3.154,1.649,15.580119,2352381440.0,123.58,70.15,0.020299999,179224.0,41.12321656318211
Paychex,PAYX,Industrials,117.02,116.0,116.17,0.732,0.992,25.057816,42122870784.0,129.7,106.27,0.0337,1902877.0,57.67619237480272
Pathfinder Bancorp,PBHC,Financial Services,12.69,12.86,13.1,-3.13,0.255,8.93662,77409888.0,15.9,11.41,0.0312,2175.0,29.724801152218006
Paccar Inc.,PCAR,Industrials,101.34,101.25,101.28,0.059,0.916,10.523364,53116850176.0,125.5,80.94,0.0117999995,2784565.0,21.03841906540589
Potlatch Corp.,PCH,Real Estate,37.66,37.94,37.95,-0.764,1.132,66.070175,2994278912.0,54.44,37.06,0.047399998,414662.0,22.743390026338872
Pacira Pharmaceuticals,PCRX,Healthcare,20.96,20.54,20.6,1.748,0.88,13.880795,975606208.0,40.16,20.25,,955144.0,23.402015460434782
Pure Cycle Corp.,PCYO,Utilities,9.31,9.25,9.27,0.431,0.922,34.481483,224265808.0,13.07,8.94,,66644.0,61.08825673002778
Patterson Companies Inc.,PDCO,Healthcare,23.29,23.65,23.81,-2.184,1.043,11.762627,2043930496.0,34.53,22.29,0.0437,944327.0,31.671955644154494
Pro-Dex,PDEX,Healthcare,17.64,17.41,17.9,-1.453,0.368,30.947369,60312744.0,22.99,14.51,,6721.0,48.04471158600322
Pdf Solutions,PDFS,Technology,36.32,36.85,36.72,-1.089,1.516,605.3333,1394822400.0,48.02,26.12,,145131.0,62.62863240476034
Peoples Bancorp Of North Carolina,PEBK,Financial Services,28.15,28.015,28.17,-0.071,0.597,9.607509,144298592.0,31.59,18.29,0.027,26019.0,22.624699255211823
Peoples Bancorp Inc.,PEBO,Financial Services,29.36,29.09,29.14,0.755,0.755,8.79042,1042097984.0,34.85,24.84,0.054899998,109750.0,65.86266326183892
Pegasystems Inc.,PEGA,Technology,57.07,58.97,59.03,-3.32,1.083,67.940475,4852730368.0,69.26,37.66,0.002,498200.0,38.851930566673445
Penn National Gaming,PENN,Consumer Cyclical,20.04,20.04,20.07,-0.149,2.103,,3055017984.0,29.38,13.5,,7130596.0,65.331570960904
Perfumania Holdings Inc,PERF,Technology,2.25,2.3,2.24,0.446,0.272,45.0,229160256.0,4.96,1.755,,41090.0,79.59203785125972
Perion Network Ltd,PERI,Communication Services,8.46,8.56,8.54,-0.937,1.406,4.0285716,409650976.0,36.86,8.14,,957575.0,52.2746861659723
Perma-Fix Environmental Services,PESI,Industrials,8.08,8.29,8.22,-1.703,0.488,,127570272.0,14.17,6.51,,144388.0,22.45235393371908
Petmed Express,PETS,Healthcare,3.67,3.85,3.85,-4.675,0.729,,75626592.0,15.08,3.66,,441895.0,71.8363507875893
Preferred Bank,PFBC,Financial Services,73.71,73.01,73.31,0.546,0.971,7.121739,987175936.0,81.13,57.32,0.0382,77714.0,44.107377185979246
Peoples Financial Corp.,PFBX,Financial Services,16.2,15.9,16.2,0.0,0.45,8.437501,76699224.0,17.5,11.8,0.0222,703.0,15.62941516814702
Pennantpark Floating Rate Capit,PFLT,Financial Services,11.76,11.9,11.91,-1.259,1.67,7.636364,784722496.0,12.63,9.69,0.1033,814101.0,59.124630469847695
Performant Financial Corp.,PFMT,Industrials,2.49,2.49,2.5,-0.4,0.169,,191613968.0,3.31,2.0,,154113.0,41.92891752030117
Peapack-Gladstone Financial Corp.,PGC,Financial Services,21.38,21.31,21.48,-0.466,0.988,9.807339,379841344.0,31.49,20.3,0.0093,121418.0,53.34882675806738
Parke Bancorp,PKBK,Financial Services,15.91,15.895,16.0,-0.562,0.704,8.201031,190328144.0,20.87,15.16,0.045,28888.0,45.655955110340315
Park-Ohio Holdings,PKOH,Industrials,22.87,24.3,24.37,-6.155,1.177,7.7789116,298929216.0,28.79,17.41,0.020499999,23116.0,65.02310427566175
Photronics,PLAB,Technology,25.34,25.87,25.9,-2.162,1.375,11.786046,1605466368.0,34.16,18.03,,455549.0,45.98080866919692
Plumas Bancorp,PLBC,Financial Services,34.41,34.25,34.53,-0.348,0.704,7.1837163,202867600.0,45.0,32.12,0.0301,7711.0,38.32722752332366
The Children's Place Retail Stores,PLCE,Consumer Cyclical,8.99,8.07,8.07,11.4,2.18,,114246712.0,38.03,6.58,,1205085.0,52.312915854039886
Preformed Line Products Company,PLPC,Industrials,116.9,120.54,119.8,-2.421,0.648,11.30561,574918912.0,184.82,104.96,0.0067000003,15675.0,47.494069869033204
Plug Power,PLUG,Industrials,2.57,2.63,2.64,-2.652,1.808,,1908376576.0,13.44,2.21,,35578068.0,38.51669780367573
Eplus Inc.,PLUS,Technology,71.76,73.32,73.3,-2.101,1.095,16.572748,1934068352.0,83.57,53.54,,185995.0,39.96374024552224
Plexus,PLXS,Technology,102.17,103.63,103.43,-1.218,0.9,28.146004,2798211584.0,114.27,87.21,,121524.0,36.768325010630214
Psychemedics Corp.,PMD,Healthcare,2.445,2.4,2.45,-0.204,0.704,,14194716.0,5.15,2.06,0.1041,5011.0,57.68762100405112
Patriot National Bancorp Inc.,PNBK,Financial Services,1.77,1.8925,1.78,-0.562,0.291,,7037644.0,10.06,1.7,,7898.0,71.90558845938293
Pinnacle Financial Partners,PNFP,Financial Services,78.16,76.92,77.13,1.335,1.074,11.246044,6035664384.0,92.33,58.32,0.0114,410091.0,51.82360529656518
Pennantpark Investment Corp.,PNNT,Financial Services,7.79,7.93,7.89,-1.267,1.575,8.467391,508098848.0,7.95,6.01,0.121700004,401072.0,55.22213786440204
Primeenergy Corp.,PNRG,Energy,104.62,104.62,106.85,-2.087,0.555,7.1412973,186731008.0,120.93,85.5,,2472.0,33.329948564375826
Insulet Corp.,PODD,Healthcare,195.17,198.36,198.67,-1.762,1.154,58.43413,13669609472.0,293.64,125.82,,827398.0,44.95675677634218
Pool Corp.,POOL,Industrials,296.17,303.73,304.48,-2.729,0.998,23.102186,11351840768.0,422.73,293.51,0.015800001,401522.0,21.421441685853466
Power Integrations,POWI,Technology,71.69,72.02,71.87,-0.25,1.105,77.92391,4069404160.0,99.6,62.13,0.0111,398459.0,60.42561780546964
Powell Industries,POWL,Industrials,137.29,146.0,145.65,-5.74,0.875,16.285883,1645804928.0,209.14,58.81,0.0073,343937.0,18.89738784683111
Pacific Premier Bancorp Inc,PPBI,Financial Services,22.17,21.86,21.86,1.418,1.207,158.35715,2137886464.0,30.13,17.86,0.060399998,507344.0,50.31377804090568
Pilgrim's Pride Corp.,PPC,Consumer Defensive,37.93,38.3,38.25,-0.837,0.784,18.323671,8987248640.0,39.0,21.77,,619286.0,81.08848112074097
Portfolio Recovery Associates,PRAA,Financial Services,19.08,19.25,19.35,-1.395,1.478,,750836160.0,31.43,11.85,,180377.0,45.191779657729434
Perficient,PRFT,Technology,74.85,74.86,74.89,-0.053,1.621,31.98718,2631239424.0,96.93,42.51,,805673.0,53.80033906365
Progress Software Corp.,PRGS,Technology,53.79,54.36,54.36,-1.049,0.931,33.0,2324701696.0,62.34,48.0,0.0128999995,449919.0,70.40808053814152
Primoris Services Corp.,PRIM,Industrials,48.13,48.42,48.46,-0.681,1.086,18.093985,2581698048.0,56.62,28.96,0.005,622759.0,26.866993809730104
Parkervision,PRKR,Technology,0.1111,0.1111,0.112,-0.804,2.305,,9854693.0,0.24,0.07,,39706.0,40.901357054843714
Primo Water Corp.,PRMW,Consumer Defensive,20.79,21.04,21.0,-1.0,1.198,41.58,3332241920.0,25.61,12.69,0.0171,1430080.0,24.507655377528565
Provident Financial Holdings,PROV,Financial Services,12.16,12.3893,12.28,-0.977,0.385,11.921569,83635872.0,15.4,10.16,0.0456,3829.0,55.59131864140833
Prophase Labs,PRPH,Healthcare,3.5,3.35,3.36,4.167,-0.09,,66774752.0,7.55,3.18,,61254.0,43.65464968568581
Prothena Corporation Plc,PRTA,Healthcare,20.61,20.17,20.18,2.131,0.205,,1108236800.0,73.135,18.69,,529167.0,34.93720916500348
U.S. Auto Parts Network,PRTS,Consumer Cyclical,1.09,1.19,1.14,-4.386,2.007,,57673972.0,5.16,0.96,,1007067.0,66.12124857527847
Prospect Capital Corp.,PSEC,Financial Services,5.51,5.5,5.51,0.0,0.998,18.366667,2301846784.0,6.69,5.03,0.13069999,1565763.0,34.14921086621251
Power Solutions Inte,PSIX,Industrials,13.02,11.85,11.5,13.217,0.889,10.015386,299143616.0,13.45,1.7,,41067.0,94.17307937536773
Pricesmart,PSMT,Consumer Defensive,78.22,78.75,78.96,-0.937,0.859,19.70277,2397826304.0,87.99,61.82,0.0147,153327.0,25.399070095226136
Ptc Therapeutics Inc.,PTCT,Healthcare,31.55,31.65,31.73,-0.567,0.649,,2419780864.0,42.14,17.53,,998957.0,36.106041158193214
Patterson-Uti Energy,PTEN,Energy,9.78,9.7,9.74,0.411,2.195,18.11111,3928635648.0,16.18,9.515,0.032899998,6812896.0,35.67831473724452
Performance Technologies Inc.,PTIX,Healthcare,0.8175,0.812,0.81,0.926,0.285,,3639730.0,2.22,0.68,,14737.0,29.54068457926104
P.A.M. Transportation Services,PTSI,Industrials,16.78,16.389,16.69,0.539,1.138,27.966667,369743968.0,26.95,13.51,,22668.0,61.35371158853365
Penns Woods Bancorp,PWOD,Financial Services,19.29,19.34,19.54,-1.279,0.495,8.808219,145245024.0,27.59,17.01,0.0655,46321.0,30.846338151876353
Pixelworks,PXLW,Technology,0.9603,0.9499,0.9278,3.503,1.63,,55512352.0,3.08,0.87,,561203.0,40.375750844416025
Papa John's International,PZZA,Consumer Cyclical,42.48,43.82,44.02,-3.498,1.157,18.713655,1400663296.0,86.38,42.41,0.0418,1069845.0,40.33270685695542
Qualstar Corp.,QBAK,Industrials,6.0,6.0,6.25,-4.0,0.1,,8682720.0,7.51,2.2,,849.0,42.11210162358126
Qc Holdings,QCCO,Financial Services,0.3003,0.3003,0.3003,0.0,0.613,Infinity,5195340.0,1.0,0.1,,495.0,32.9109065664496
Qualcomm Inc.,QCOM,Technology,207.12,205.71,207.89,-0.37,1.272,27.616,231145914368.0,230.63,104.33,0.0164,9794475.0,46.36406676095685
Qcr Holdings,QCRH,Financial Services,59.36,58.87,59.0,0.61,0.969,8.846498,997621952.0,62.94,42.05,0.0041,49847.0,61.614566161101095
Quidel Corp.,QDEL,Healthcare,30.01,30.33,30.36,-1.153,0.067,,2009823744.0,89.11,29.831,,927637.0,7.82170443856846
Qiagen N.V.,QGEN,Healthcare,40.06,40.44,40.24,-0.447,0.4,26.355265,8887191552.0,47.7,34.74,0.0294,1053132.0,19.039190548402928
Qkl Stores,QKLS,Consumer Defensive,1e-06,1e-06,1e-06,0.0,-20108.76,,1842.0,0.0001,1e-06,,,
Qualys Inc.,QLYS,Technology,139.5,141.67,141.67,-1.532,0.488,32.36659,5153032192.0,206.35,126.46,,439357.0,62.22675967392027
Quinstreet,QNST,Communication Services,16.01,16.26,16.29,-1.719,1.163,,884981568.0,19.58,8.08,,388498.0,39.07478982288084
Nasdaq Premium Income And Growth,QQQX,Financial Services,25.64,25.75,25.62,0.078,,3.8041544,1251919104.0,25.75,20.27,0.0805,98296.0,78.6806874318926
Quicklogic Corp.,QUIK,Technology,10.49,10.86,10.77,-2.6,1.633,131.125,151307760.0,20.75,7.05,,293496.0,32.244730095899854
Freightcar America,RAIL,Industrials,3.14,3.17,3.13,0.319,1.983,,58751284.0,4.26,2.25,,31575.0,66.6990632394253
Rand Capital Corp.,RAND,Financial Services,14.6,14.3,14.67,-0.477,0.379,6.5470853,37682892.0,19.6,12.5,0.079,2873.0,33.349805641976076
Republic Bancorp,RBCAA,Financial Services,52.1,51.85,51.87,0.443,0.559,10.899581,1011375616.0,57.54,42.42,0.031400003,18006.0,50.13294380968419
Rubicon Technology,RBCN,Technology,0.7926,1.0,0.7926,0.0,1.442,13.21,1884660.0,2.25,0.52,,549.0,69.46941889106077
Rocky Brands,RCKY,Consumer Cyclical,33.36,33.59,33.78,-1.243,2.093,18.533335,247637296.0,40.14,11.78,0.0184,51057.0,31.198641772814838
Rcm Technologies,RCMT,Industrials,18.27,18.26,18.32,-0.273,0.644,9.0,141655904.0,32.15,14.4,,58877.0,24.133179031781765
Recon Technology,RCON,Energy,1.64,1.53,1.48,10.811,2.357,0.12157153,13566736.0,7.38,1.26,,82581.0,80.98657713494649
Radcom Ltd,RDCM,Communication Services,9.08,9.37,9.22,-1.518,0.829,36.32,140477584.0,12.1,7.52,,26026.0,51.84433405841286
Redhill Biopharma Ltd.,RDHL,Healthcare,0.3556,0.3501,0.3506,1.426,3.627,0.0889,11331905.0,3.28,0.257,,290134.0,12.523655146249993
Reading International Inc,RDI,Communication Services,1.3889,1.362,1.35,2.881,1.597,,53175704.0,3.07,1.22,,15821.0,45.283444685382676
Reading International Inc,RDIB,Communication Services,14.6,14.01,14.03,4.063,1.597,,53557180.0,22.75,9.25,,2161.0,63.02276957655859
Radnet,RDNT,Healthcare,56.69,58.83,59.05,-3.997,1.747,153.21622,4188262656.0,64.06,25.11,,538754.0,28.00410102635955
Radware Ltd,RDWR,Technology,18.55,19.14,18.98,-2.266,0.987,,775146944.0,20.94,13.53,,425963.0,43.26449227285206
Research Frontiers Inc.,REFR,Technology,2.02,1.86,1.87,8.021,0.203,,67705952.0,2.41,0.9,,53162.0,54.65356201279995
Regeneron Pharmaceuticals,REGN,Healthcare,1054.03,1055.83,1052.25,0.169,0.128,31.110685,116139352064.0,1081.17,705.03,,462334.0,69.05867743009479
Richardson Electronics,RELL,Technology,11.53,11.61,11.58,-0.432,0.942,39.75862,164629952.0,16.15,8.08,0.0207,101500.0,57.90502633986963
Reliv International Inc,RELV,Consumer Defensive,3.71,3.71,3.71,0.0,0.167,,3926293.0,7.15,3.24,,255.0,0.10871475313609835
Rentrak Corp.,RENT,Consumer Cyclical,17.18,16.33,16.22,5.919,1.112,,63940008.0,41.81,4.46,,1522011.0,45.54069285771211
Rf Industries,RFIL,Industrials,4.09,4.11,4.02,1.741,1.006,,42926596.0,4.16,2.51,,10391.0,88.24746350196634
Rgc Resources Inc.,RGCO,Utilities,19.42,19.7,19.5,-0.41,0.151,14.938462,197716960.0,21.89,15.36,0.040999997,12098.0,49.95981722397587
Repligen Corp.,RGEN,Healthcare,120.82,120.0,119.79,0.86,0.953,431.5,6750926336.0,211.13,110.45,,653355.0,28.989106470392244
Royal Gold,RGLD,Basic Materials,131.36,131.12,131.14,0.168,0.647,38.863903,8634699776.0,134.56,100.55,0.012200001,398559.0,58.26018859717921
Regulus Therapeutics Inc.,RGLS,Healthcare,1.68,1.84,1.76,-4.545,1.621,,109982712.0,3.79,1.08,,831621.0,27.240434531382206
Rick's Cabaret International,RICK,Consumer Cyclical,39.23,39.35,39.21,0.051,1.558,19.230392,365824448.0,76.0,37.61,0.0061000003,94845.0,39.851133518013505
Rigel Pharmaceuticals,RIGL,Healthcare,8.14,7.86,7.87,3.431,0.959,,142924576.0,17.3,7.1,,201344.0,39.747086396981906
Rit Technologies Ltd,RITT,Technology,1e-06,1e-06,1e-06,0.0,-0.745,,3107.0,0.0001,1e-06,,,
Rambus,RMBS,Technology,63.88,64.4,64.05,-0.265,1.198,19.47561,6885050368.0,76.38,48.13,,1254313.0,78.54216674887589
Rocky Mountain Chocolate Factory,RMCF,Consumer Defensive,1.76,1.85,1.85,-4.865,1.036,,11161216.0,5.99,1.7501,,17298.0,18.374212183403245
Rockwell Medical Technologies,RMTI,Healthcare,1.83,1.82,1.82,0.549,1.427,,55477732.0,6.24,1.16,,160339.0,52.72562474996049
Prosensa Holding B.V.,RNA,Healthcare,40.37,38.76,38.62,4.531,0.897,,4350634496.0,42.0,4.825,,1457959.0,76.56500175192393
Renasant Corp.,RNST,Financial Services,30.4,29.68,29.82,1.945,1.05,12.459016,1712644736.0,34.85,22.99,0.0295,228800.0,55.45363334860633
Gibraltar Industries,ROCK,Industrials,67.56,68.23,68.0,-0.647,1.154,18.16129,2058532864.0,87.4,59.4,,163893.0,35.634102274650374
Retail Opportunity Investments,ROIC,Real Estate,12.38,12.4,12.43,-0.402,1.466,41.266666,1577880576.0,15.17,10.99,0.048299998,875349.0,41.3282185254176
Roma Financial Corp.,ROMA,Industrials,0.6,0.6305,0.649,-7.55,,,7178760.0,11.8,0.4,,157695.0,75.4531643042275
Ross Stores,ROST,Consumer Cyclical,146.83,147.15,146.69,0.095,1.086,24.76054,49029767168.0,151.12,108.35,0.01,2655800.0,50.878686988148615
Royale Energy,ROYL,Energy,0.0499,0.0499,0.0499,0.0,0.094,,3586003.0,0.08,0.01,,8193.0,68.61142243989634
Repros Therapeutics Inc.,RPRX,Healthcare,25.63,25.62,25.71,-0.311,0.46,14.398876,15312309248.0,31.655,25.205,0.0327,2784450.0,28.389835419554572
Red Robin Gourmet Burgers,RRGB,Consumer Cyclical,6.1,6.51,6.54,-6.728,2.756,,95674840.0,15.76,5.56,,415381.0,11.591246120111549
Rush Enterprises,RUSHA,Consumer Cyclical,41.2,41.61,41.81,-1.459,1.016,10.40404,3208928000.0,53.78,34.68,0.0163,297840.0,34.31012439503807
Rush Enterprises,RUSHB,Consumer Cyclical,39.11,39.6223,39.99,-2.201,1.016,9.876263,3184777984.0,53.35,37.85,0.017,16603.0,45.25178747891328
Riverview Bancorp Inc,RVSB,Financial Services,3.79,3.8,3.79,0.0,0.789,21.055555,80010688.0,6.57,3.3,0.0211,35122.0,25.95012396847106
Ryanair Holdings Plc,RYAAY,Industrials,119.07,120.12,119.05,0.017,1.492,13.127894,26859452416.0,150.73,87.18,0.0081,589750.0,40.679109231350644
Safety Insurance Group,SAFT,Financial Services,75.43,76.34,77.01,-2.052,0.156,21.675287,1119124736.0,88.72,65.78,0.0467,46003.0,38.93028720782917
Saia,SAIA,Industrials,438.51,460.43,459.6,-4.589,1.722,31.799131,11628759040.0,628.34,341.26,,464188.0,48.01520317656295
Salem Communications Corp.,SALM,Communication Services,0.26,0.2395,0.26,0.0,0.772,,7076367.0,1.02,0.2,,26006.0,48.07870380017807
Silvercrest Asset Management Gr,SAMG,Financial Services,15.4,15.3692,15.39,0.065,0.87,16.382978,146023104.0,23.2,13.93,0.0494,36032.0,63.50143885379401
Sanmina-Sci Corp.,SANM,Technology,65.59,66.46,66.53,-1.413,0.919,15.542654,3637201408.0,69.8,43.41,,349419.0,42.956391939239275
S&W Seed Company,SANW,Consumer Defensive,0.279,0.2712,0.276,1.087,0.998,,12092949.0,1.33,0.24,,72432.0,46.56769848314252
Sandy Spring Bancorp,SASR,Financial Services,24.2,23.61,23.7,2.11,0.951,11.862745,1090485888.0,27.9,19.27,0.0574,293744.0,63.92314742340557
Echostar Corp.,SATS,Technology,17.75,18.52,18.55,-4.313,0.706,,4821148672.0,24.8,9.53,,1312960.0,49.751007165542745
Spirit Airlines Inc.,SAVE,Industrials,3.14,3.27,3.28,-4.268,1.396,,343833152.0,19.69,3.13,,6225991.0,26.26851791284534
SBA Communications Corp.,SBAC,Real Estate,195.53,193.0,193.96,0.809,0.643,38.339214,21008328704.0,258.76,183.64,0.0202,879247.0,49.322239626139265
Seacoast Banking Corporation Of Florida,SBCF,Financial Services,23.67,23.25,23.25,1.806,1.109,17.028778,2010413952.0,29.98,19.04,0.031,383221.0,66.12167361901723
Sb Financial Group Inc.,SBFG,Financial Services,13.65,13.65,13.63,0.147,0.727,7.7999997,92324504.0,16.25,12.3,0.041100003,3450.0,24.53952966287291
Sinclair Broadcast Group,SBGI,Communication Services,13.38,13.31,13.32,0.45,1.543,,885458944.0,17.59,9.39,0.075100005,394593.0,55.81747583824935
Star Bulk Carriers,SBLK,Industrials,23.82,23.98,23.95,-0.543,0.971,10.827272,2720148736.0,27.47,16.57,0.12529999,1634322.0,25.738922874989655
Signature Bank,SBNY,Financial Services,1.83,1.84,1.8,1.667,9.391,0.08815029,115242424.0,4.1,0.0003,,314702.0,30.402434450488386
Sabra Healthcare REIT,SBRA,Real Estate,15.15,15.3,15.31,-1.045,1.226,72.14286,3507164416.0,15.54,11.73,0.0784,1796809.0,54.34604619636928
Southside Bancshares,SBSI,Financial Services,26.98,26.64,26.65,1.238,0.541,9.992592,817081216.0,34.4,25.3,0.054,103045.0,60.14127514502182
Starbucks Corp.,SBUX,Consumer Cyclical,72.75,74.63,74.57,-2.441,0.935,20.04132,82403926016.0,107.66,71.8,0.0306,12516140.0,7.061084820027858
Scholastic Corp.,SCHL,Communication Services,35.46,35.43,35.31,0.425,1.022,25.510792,1000174080.0,45.98,32.5,0.0227,148757.0,50.802998734188556
Comscore,SCOR,Communication Services,13.04,12.585,12.44,4.823,1.191,,63033012.0,20.97,9.6,,15813.0,40.19986321464323
Scansource,SCSC,Technology,41.83,42.75,42.47,-1.507,1.446,13.537218,1033585856.0,50.95,26.99,,235762.0,21.396028748105834
Shoe Carnival,SCVL,Consumer Cyclical,36.08,35.74,36.02,0.167,1.488,13.313654,979871488.0,39.65,19.87,0.015,211788.0,60.51855744624081
Seachange International,SEAC,Technology,5.65,5.65,6.375,-11.373,0.94,,14601239.0,8.34,1.5,,1124.0,73.5744085777981
Origin Agritech Limited,SEED,Basic Materials,4.61,4.55,4.61,0.0,1.47,3.8099174,29140318.0,6.38,1.37,,48281.0,27.13044727175209
Sei Investments Company,SEIC,Financial Services,64.26,65.1,64.86,-0.925,0.991,17.557377,8442993152.0,72.54,52.2,0.014199999,577577.0,39.31158157678258
Seneca Foods,SENEA,Consumer Defensive,59.6,60.09,60.39,-1.308,0.298,6.9626164,410338848.0,63.37,33.43,,31144.0,76.63716020754238
Sevcon Inc,SEV,,0.207,0.2168,0.207,0.0,,,,0.745,0.0001,,43091.0,54.53689080076371
Sound Financial Inc,SFBC,Financial Services,42.05,42.05,42.95,-2.095,0.659,18.04721,107542032.0,44.95,33.72,0.018099999,700.0,16.191683285376513
Sprouts Farmers Market Inc.,SFM,Consumer Defensive,80.58,82.81,82.54,-2.375,0.548,27.882353,8096436736.0,84.46,36.21,,1360431.0,46.62710296361194
Simmons First National Corp.,SFNC,Financial Services,17.5,17.1,17.13,2.16,0.9,13.157894,2195952384.0,20.82,13.36,0.049000002,417552.0,53.292421104630066
Southern First Bancshares,SFST,Financial Services,27.7,27.82,28.47,-2.705,0.829,16.890245,225924256.0,39.36,24.5,,15057.0,62.33492968693215
Superior Uniform Group,SGC,Consumer Cyclical,19.07,18.85,18.93,0.74,1.455,26.486109,319330944.0,21.8,7.36,0.0296,127862.0,19.424447825639533
Sigmatron International,SGMA,Technology,5.29,5.5,5.5,-3.818,0.876,5.2376237,32238794.0,7.89,2.61,,32149.0,55.89671522576177
Sangamo Biosciences,SGMO,Healthcare,0.35,0.33,0.3184,9.925,1.234,,72628496.0,1.67,0.29,,2230921.0,51.10984018892973
Spar Group,SGRP,Industrials,2.2,2.26,2.24,-1.786,0.573,5.5,53532820.0,3.12,0.7,,233324.0,28.395169476570373
Shore Bancshares Inc,SHBI,Financial Services,11.35,11.15,11.21,1.249,0.958,32.428574,377088992.0,14.51,9.66,0.0428,84827.0,53.534587458974755
Shenandoah Telecommunications Co,SHEN,Communication Services,16.69,16.72,16.72,-0.179,0.68,238.42857,910391104.0,25.51,11.87,0.0054,213678.0,77.993752839232
Seanergy Maritime Holdings Corp,SHIP,Industrials,10.22,10.1,10.13,0.888,0.669,12.023529,212368544.0,13.19,4.87,0.0099,309721.0,20.899439633636362
Steven Madden,SHOO,Consumer Cyclical,42.67,43.17,43.27,-1.387,1.098,17.63223,3131047680.0,45.91,30.35,0.0194,625598.0,35.764693593641184
Siebert Financial,SIEB,Financial Services,1.7299,1.68,1.71,1.164,0.293,8.6495,68989968.0,2.62,1.46,,16845.0,19.30983187260155
Sify Technologies Limited,SIFY,Communication Services,0.4004,0.4232,0.432,-7.315,1.545,Infinity,158105952.0,3.37,0.35,,469377.0,10.49943673976557
